"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","A","B","C","D","E","F","G","H","L","M","N"
"Pocillopora_acuta_HIv2___RNAseq.g30445.t1",101.853737197252,-5.95206956288813,1.44185874488735,-4.12805317025222,3.65847530770774e-05,0.00570214665525045,3,6,441,372,17,181,37,6,5,127,0
"Pocillopora_acuta_HIv2___TS.g20734.t1",17482.8471834536,-1.11180265703078,0.33977300184779,-3.27219246668938,0.00106716901233427,0.0451941269655941,10943,14831,34454,29519,22388,21241,20133,13958,10469,21941,4000
"Pocillopora_acuta_HIv2___RNAseq.g24942.t1b",4632.28220833224,0.894617212983968,0.226803063060649,3.94446706720508,7.99776433157116e-05,0.00932014937066102,4860,4246,3972,3685,5145,4397,4924,3262,7796,3970,3987
"Pocillopora_acuta_HIv2___RNAseq.g19590.t1",199.263071117801,-1.33211192787209,0.380771712955503,-3.49845296419842,0.000467965623077305,0.0283481031051778,156,191,295,300,169,243,287,200,69,362,46
"Pocillopora_acuta_HIv2___RNAseq.g13303.t1",1676.86024396602,0.722141382833071,0.205670975722999,3.51114871845438,0.000446174714111935,0.027309610626268,2197,1603,1142,1139,1749,1756,1541,1579,2853,1707,1197
"Pocillopora_acuta_HIv2___RNAseq.g2512.t1",1914.46143518182,-1.14584075579515,0.323833206949693,-3.53836707046894,0.000402609940920806,0.0255829909158965,1112,2269,3359,3245,2632,2190,1695,2578,1332,1593,386
"Pocillopora_acuta_HIv2___RNAseq.g9428.t1",97.93685003083,1.12718860450303,0.335154801614066,3.36318799275623,0.000770478759394188,0.0371854882151971,135,79,114,87,66,52,87,73,151,94,99
"Pocillopora_acuta_HIv2___RNAseq.g24121.t1",874.225684038552,-5.55487999544609,1.62525208516025,-3.41785747956656,0.000631161478136924,0.0335125233116191,23,21,5063,3031,96,1126,250,18,11,602,19
"Pocillopora_acuta_HIv2___RNAseq.g14493.t1",856.016950101308,-0.715488514550136,0.169398343586577,-4.22370431375829,2.40319304412807e-05,0.00424696611347264,736,1185,856,1081,1168,1009,1043,1049,623,971,236
"Pocillopora_acuta_HIv2___TS.g6501.t1",395.422160885797,-5.8184768889314,1.30436065948667,-4.46078839208571,8.16586900772373e-06,0.00199653569908677,10,16,1875,1787,69,396,197,25,12,247,5
"Pocillopora_acuta_HIv2___RNAseq.g19835.t1",172.77583092336,2.87693412017885,0.853262837602985,3.37168571440522,0.000747096498795689,0.0363556027074407,202,130,12,19,55,132,26,83,274,39,461
"Pocillopora_acuta_HIv2___TS.g23786.t1",915.66389409986,3.59903139829229,0.680114157515599,5.29180485146679,1.2111509283023e-07,6.94314424849203e-05,936,552,111,128,133,421,214,164,2395,240,2400
"Pocillopora_acuta_HIv2___RNAseq.g26662.t1",159.169131056796,1.54080989066971,0.303303711555328,5.08008913827167,3.77257809569429e-07,0.000170520529925382,223,120,108,108,89,126,70,131,395,98,183
"Pocillopora_acuta_HIv2___RNAseq.g5108.t1a",94.5431616509396,2.22627531021751,0.688927656244984,3.23150811269774,0.00123138828351424,0.0479168368072401,87,48,36,28,54,29,53,75,80,71,241
"Pocillopora_acuta_HIv2___RNAseq.g6351.t1",5769.30756128679,-1.6242065579296,0.498823750565679,-3.2560730239643,0.0011296469392203,0.0469954618437942,2158,5221,17529,11913,5745,5386,5665,4905,2576,5634,951
"Pocillopora_acuta_HIv2___RNAseq.5937_t",244.29238208172,0.836655544435798,0.246817110675982,3.38977934772986,0.000699489009462967,0.0354301901462831,258,274,248,214,223,207,257,178,345,208,221
"Pocillopora_acuta_HIv2___RNAseq.g18962.t1",358.979720571868,1.49762831820221,0.430390117520972,3.47969959633015,0.000501976295308308,0.0293493802112599,361,369,216,170,503,168,488,185,530,348,427
"Pocillopora_acuta_HIv2___RNAseq.g2959.t1",740.339844058067,2.53168136691544,0.732930378808391,3.45419079371697,0.000551946742284028,0.0310453430996878,561,381,146,169,463,243,885,239,917,641,1807
"Pocillopora_acuta_HIv2___RNAseq.g22281.t1",458.530014491259,-1.56465618010976,0.285257559500946,-5.48506473534692,4.13318033306383e-08,3.13375066284943e-05,219,485,481,388,570,776,551,805,297,729,78
"Pocillopora_acuta_HIv2___RNAseq.g23187.t1",150.636577488047,1.94919547052977,0.604206932356138,3.22603956715422,0.00125516003823848,0.0481289682100105,321,192,33,63,36,122,103,117,277,57,201
"Pocillopora_acuta_HIv2___RNAseq.6205_t",102.120617552533,1.12844497814318,0.338917096020869,3.32956050725071,0.000869831624210026,0.0399405774228634,95,131,124,51,149,63,95,75,145,82,95
"Pocillopora_acuta_HIv2___RNAseq.g5454.t1",25.4656832525031,2.96093096906687,0.88735162101602,3.33681812140782,0.000847433846182412,0.0395200101600623,24,22,18,17,16,9,8,0,54,8,55
"Pocillopora_acuta_HIv2___RNAseq.g26759.t1",19.232522378692,-7.6064044471412,2.33174406320429,-3.26210949442215,0.00110586419947599,0.0464730410077224,0,0,0,79,40,42,0,42,0,22,0
"Pocillopora_acuta_HIv2___TS.g16161.t1",328.977498931162,-0.823571528319372,0.185186538343377,-4.4472537566002,8.69750717129862e-06,0.00204426208554203,253,461,405,390,456,391,369,419,187,373,104
"Pocillopora_acuta_HIv2___TS.g26760.t1",7250.65428578119,2.89398933202292,0.549902600140665,5.26273076592588,1.41931347085809e-07,7.58171450432922e-05,23962,2490,667,955,3259,2892,1940,4120,14424,3624,11643
"Pocillopora_acuta_HIv2___TS.g19499.t2",1588.29926508043,-1.26892689394849,0.352568535363208,-3.59909284769633,0.000319329171406941,0.0216922336553432,1011,1391,1782,1721,2281,1424,1562,3751,1146,2178,313
"Pocillopora_acuta_HIv2___RNAseq.1016_t",1101.44438046305,-4.65412514786464,1.3857167212926,-3.35864111066169,0.000783267194145998,0.0375712492473623,56,65,5147,3711,236,1577,892,47,29,1122,48
"Pocillopora_acuta_HIv2___RNAseq.g24913.t1",1523.6463113053,-2.78021690599088,0.817143139999261,-3.40236216875467,0.000668060432036874,0.0346624556172068,310,2875,189,5151,2372,2254,450,2926,575,634,153
"Pocillopora_acuta_HIv2___RNAseq.g3105.t1",107.187397278849,-0.91668447032841,0.274603218236366,-3.3382145927342,0.000843186027470065,0.0395200101600623,68,131,190,120,130,103,130,131,76,150,25
"Pocillopora_acuta_HIv2___RNAseq.g22885.t1",8783.26864292596,1.714204106402,0.285578195380716,6.00257349520935,1.9421430144524e-09,1.9847012787691e-06,13910,7040,3945,6130,4598,7230,6142,5679,20623,4417,10680
"Pocillopora_acuta_HIv2___RNAseq.g2878.t1",25.1268403932742,4.42504454783819,1.1460791878871,3.86102862228584,0.000112910674169565,0.0113412499388096,14,8,3,6,1,2,4,2,8,6,104
"Pocillopora_acuta_HIv2___RNAseq.g13901.t1",121.71545861198,-5.4310274410673,1.58177245725119,-3.43350740251564,0.000595825933891321,0.0324173443291241,7,11,553,526,40,148,54,0,6,86,0
"Pocillopora_acuta_HIv2___TS.g15399.t1",10.4830854514111,7.24832070311243,2.23661567649106,3.24075377781669,0.00119214105920928,0.0474699212372091,35,33,3,0,0,0,5,0,51,0,0
"Pocillopora_acuta_HIv2___RNAseq.g4375.t1",1449.29905565902,1.31802781856249,0.367583819959031,3.58565243353037,0.000336236532391078,0.022709492693448,1871,1452,641,728,1292,1472,1660,949,2610,1069,1553
"Pocillopora_acuta_HIv2___RNAseq.g8763.t1",375.992791130313,1.01198576339012,0.291194209169783,3.47529494585544,0.000510291952672873,0.0296145729768474,436,475,346,251,286,297,320,304,550,351,379
"Pocillopora_acuta_HIv2___RNAseq.g8619.t1",75.1624650247024,-5.82937330063308,1.56648342693825,-3.72131182519232,0.000198190524653195,0.0163611513384405,0,3,385,234,26,87,79,5,5,67,0
"Pocillopora_acuta_HIv2___RNAseq.g18229.t2",1517.09259604314,1.56773151353868,0.395821771146362,3.96070056732425,7.47301941673933e-05,0.0089160329122356,2441,1311,474,701,1073,1497,1326,945,2741,1099,1922
"Pocillopora_acuta_HIv2___RNAseq.g14183.t1",31.3758258009302,3.03070777425341,0.935019621617441,3.2413306674899,0.00118973092490166,0.0474699212372091,46,17,26,0,42,5,73,3,72,23,32
"Pocillopora_acuta_HIv2___RNAseq.g25206.t1",848.449884890346,0.778788126970461,0.205507699551769,3.78958125982174,0.000150901443271218,0.0137787332961081,1275,693,671,566,801,760,684,889,1230,924,696
"Pocillopora_acuta_HIv2___RNAseq.g21375.t1",19.7330671012365,-7.00566140994639,2.00340403361588,-3.49687895821099,0.000470735368613622,0.0284425812439449,0,102,10,4,3,52,0,48,0,18,0
"Pocillopora_acuta_HIv2___RNAseq.g20330.t1a",91.641363401729,1.82053572913381,0.414342100294318,4.39379857330607,1.11387028692147e-05,0.00242411177998169,153,43,89,70,64,48,48,38,160,71,131
"Pocillopora_acuta_HIv2___RNAseq.g6644.t1",128.271048704606,-5.63329321137108,1.49483113674193,-3.76851476592143,0.000164221772322681,0.01456554164782,11,11,351,252,7,767,22,7,5,50,0
"Pocillopora_acuta_HIv2___RNAseq.g4293.t1",1074.60251441156,-4.1642671843213,1.1080087188786,-3.75833431034361,0.000171048247120724,0.0148373027759141,126,133,2960,4653,152,3088,474,116,152,573,37
"Pocillopora_acuta_HIv2___RNAseq.g16361.t1",149.137076337571,0.882650295651269,0.256873319058406,3.43613069230666,0.000590086243593419,0.0322543885335343,182,175,149,110,163,144,128,98,207,130,129
"Pocillopora_acuta_HIv2___RNAseq.g16367.t1",945.167293827227,-0.766948414490052,0.186024436401143,-4.12283692039366,3.74234653284294e-05,0.0057490269874471,839,924,1200,1256,1231,1084,1067,1245,677,1166,263
"Pocillopora_acuta_HIv2___RNAseq.g19879.t1",116.87135408722,-5.56579310121679,1.538001047227,-3.61884870706157,0.000295916566443617,0.0204565381696788,0,5,644,336,21,227,65,3,4,65,3
"Pocillopora_acuta_HIv2___RNAseq.g25560.t1",738.177569642079,2.09175470586309,0.627462997004551,3.33367021776412,0.00085708211008133,0.039733447564796,802,504,264,167,151,841,337,441,1419,295,1515
"Pocillopora_acuta_HIv2___RNAseq.g18768.t1",822.760977181419,-1.20266348218508,0.364882115203167,-3.29603297085534,0.000980605061033169,0.0433235739746684,606,702,1490,1607,818,1074,834,763,415,1025,198
"Pocillopora_acuta_HIv2___RNAseq.g24158.t1",232.014051084974,-0.857497171013237,0.262039541961082,-3.27239608417798,0.00106640065707112,0.0451941269655941,196,358,273,278,265,278,354,283,160,248,41
"Pocillopora_acuta_HIv2___RNAseq.g11125.t1",3804.44729148183,-2.27135251583521,0.680686997973125,-3.33685309488589,0.000847327221183711,0.0395200101600623,581,13086,1562,2563,8674,6775,2740,6020,1472,2062,327
"Pocillopora_acuta_HIv2___RNAseq.24041_t",569.537945435637,-1.3242493696408,0.392107970250965,-3.37725695499949,0.000732126221490761,0.0360752509641904,443,496,478,992,770,687,805,436,340,1163,90
"Pocillopora_acuta_HIv2___RNAseq.g5475.t1",136.278793114757,-5.30453039487902,1.39239857139787,-3.80963504548389,0.000139172073207903,0.0131899210027361,4,15,646,586,16,160,66,16,12,80,0
"Pocillopora_acuta_HIv2___RNAseq.g29883.t3",34.4246892286634,1.61531523835002,0.382721326793462,4.22060419753335,2.43648404691613e-05,0.00427366574915796,60,40,31,14,30,29,33,21,52,18,36
"Pocillopora_acuta_HIv2___RNAseq.g7668.t1",1646.53841191766,1.1883273112323,0.333527918578447,3.56290206917955,0.000366777533503263,0.0237485926927292,2367,1320,1251,1530,1123,1878,952,861,4701,1150,1077
"Pocillopora_acuta_HIv2___TS.g12231.t1",554.519824954738,1.2451812201413,0.192711561289197,6.46137269508546,1.03757423484869e-10,1.52419655099273e-07,933,632,582,418,428,360,678,403,963,354,384
"Pocillopora_acuta_HIv2___RNAseq.g298.t1",552.07788857957,-1.1421714521447,0.308330666187447,-3.70437188836197,0.000211915173771923,0.0168272102849165,248,700,1003,712,477,812,785,642,309,534,167
"Pocillopora_acuta_HIv2___RNAseq.g30757.t1",434.13543934338,-0.616042760474905,0.183960860395173,-3.34877081544172,0.000811709095088383,0.0385422435776916,328,619,561,435,605,439,567,537,389,512,101
"Pocillopora_acuta_HIv2___TS.g26428.t1",1241.75134824538,-0.899092040027746,0.201675975148869,-4.45810186049217,8.26886091953856e-06,0.00199653569908677,792,2028,1432,1517,1691,1364,1355,1823,853,1253,347
"Pocillopora_acuta_HIv2___RNAseq.g3902.t1",4682.83579225835,-2.43874722961177,0.641861618605722,-3.79949066733312,0.000144993772035579,0.0134700933514792,1159,6724,1734,1428,6469,7761,14653,6609,1336,8179,383
"Pocillopora_acuta_HIv2___RNAseq.g3493.t1",11.002287558519,6.53212272023193,1.73917021263794,3.75588465853731,0.000172730236523696,0.0148712508397544,25,18,0,0,20,0,46,0,8,0,8
"Pocillopora_acuta_HIv2___TS.g10972.t1",45.6303837317023,1.51299201219825,0.415551071422166,3.64092915708349,0.000271655884055392,0.0192319274061384,86,42,33,28,44,30,45,17,55,44,52
"Pocillopora_acuta_HIv2___TS.g20044.t1",10.7745358508483,5.02349313614006,1.23636854164556,4.0631033279559,4.84245805920075e-05,0.00702574902613916,31,11,0,1,5,3,8,0,30,0,17
"Pocillopora_acuta_HIv2___TS.g10013.t3",3034.74842305897,-0.335233370749244,0.0878097428264168,-3.81772409255243,0.000134688430334122,0.0129742494531689,2872,3525,3474,3560,3753,3242,3631,3477,2714,3402,1167
"Pocillopora_acuta_HIv2___TS.g13319.t1",72.0932758154331,1.88594951528874,0.299900321691339,6.28858783696066,3.20366784874062e-10,4.18327828426664e-07,154,54,63,31,38,44,40,44,173,54,70
"Pocillopora_acuta_HIv2___RNAseq.g31388.t1",28.3350542738612,2.33243157616743,0.53596461236702,4.35183876388134,1.35000529554946e-05,0.00275917604057343,43,23,26,17,20,10,21,12,36,11,51
"Pocillopora_acuta_HIv2___TS.g27624.t4b",1856.56889913613,0.933559840211374,0.278584467314503,3.35108360207839,0.000804959967932523,0.0384548355412318,3105,1642,1076,1272,2356,1882,1884,1178,2955,1870,1290
"Pocillopora_acuta_HIv2___RNAseq.g22513.t1",848.47335420236,-6.021130354912,1.49124546512848,-4.03765208056692,5.39888442496679e-05,0.0075944086690336,17,31,4097,3137,105,1273,356,28,23,878,10
"Pocillopora_acuta_HIv2___RNAseq.g18533.t1",294.56947716226,1.32079613186909,0.303086209772042,4.35782325056126,1.31362399444847e-05,0.00270837003206287,468,175,306,272,196,249,182,179,532,203,317
"Pocillopora_acuta_HIv2___RNAseq.g17064.t1",1172.0203876218,-4.06496429277966,0.874419162905989,-4.64875938819824,3.33937484641603e-06,0.00109012036653003,86,711,588,5073,3417,812,152,819,203,2008,49
"Pocillopora_acuta_HIv2___TS.g7449.t1",78.6026547976897,1.72558148743185,0.507586923057532,3.39957829692998,0.000674898537933086,0.03483053733872,149,111,43,34,31,73,40,55,135,38,97
"Pocillopora_acuta_HIv2___TS.g11145.t1",2789.4114699434,-5.6629721932468,1.41258403348402,-4.00894535051451,6.09905278239354e-05,0.0081915506627073,51,143,15720,6522,1923,2616,3176,29,30,2971,44
"Pocillopora_acuta_HIv2___RNAseq.g11320.t1",998.363991475872,-3.54921514263448,0.993337703546124,-3.57301965883718,0.000352888257191046,0.0231683955223976,100,135,4482,3434,410,1130,881,236,159,734,46
"Pocillopora_acuta_HIv2___RNAseq.g2738.t1",46.5798258637397,-5.14905662551301,1.48066605804968,-3.47752729085672,0.000506061530894673,0.0295148144470183,4,2,169,180,28,83,41,1,2,39,0
"Pocillopora_acuta_HIv2___RNAseq.g4161.t1",128.869982724447,-2.71934463945174,0.838013994205957,-3.24498714610177,0.00117455925392106,0.0474634856800094,21,49,454,431,73,136,95,71,25,125,19
"Pocillopora_acuta_HIv2___TS.g31.t1",1100.14165301619,-0.550267522928679,0.159924687464246,-3.44079161043664,0.000580015056030079,0.0320768797104258,814,1487,1207,1319,1302,1382,1482,1203,1082,1169,328
"Pocillopora_acuta_HIv2___RNAseq.g19477.t1",1515.59663827648,3.37308314877468,0.351697805453747,9.59085640134392,8.73568709953006e-22,1.02661794793677e-17,2457,726,394,506,660,320,924,457,5990,429,2265
"Pocillopora_acuta_HIv2___TS.g13028.t1",5449.87354830709,-0.53717047192591,0.142898060061569,-3.75911661568018,0.000170514351246278,0.0148373027759141,4417,6822,6244,6205,6364,6654,6642,6908,5412,5896,1616
"Pocillopora_acuta_HIv2___RNAseq.g30028.t1",237.778348242165,-1.86565390829939,0.54380431415625,-3.43074495684,0.000601926238458143,0.032598327900277,78,298,78,363,524,489,252,336,143,216,33
"Pocillopora_acuta_HIv2___RNAseq.g8915.t1",565.735103178827,1.85647846322442,0.465412466148404,3.98888856284406,6.63835957171973e-05,0.00852612040293445,1189,359,256,189,175,636,555,315,1437,279,574
"Pocillopora_acuta_HIv2___RNAseq.24379_t",1166.88281623834,-0.447333955769819,0.128300512125787,-3.4866108354365,0.000489182633264041,0.0289615834061411,1050,1471,1219,1243,1456,1377,1581,1349,1052,1338,374
"Pocillopora_acuta_HIv2___RNAseq.g6211.t1",211.0507507243,1.35501708141052,0.36066043745657,3.75704385811291,0.000171932372789858,0.0148569797428413,318,147,157,135,119,153,181,120,298,236,278
"Pocillopora_acuta_HIv2___RNAseq.g2942.t1",2098.94844434917,-0.623069405205054,0.169911562697641,-3.66702180424184,0.000245391877632915,0.0182357598356618,1782,3019,2278,2584,2534,2300,2431,2569,1887,2514,551
"Pocillopora_acuta_HIv2___RNAseq.g23977.t1",22.4720696087904,1.82591865419351,0.510006950981844,3.58018385960884,0.000343352529240676,0.0227328390064024,37,21,33,11,36,16,23,9,55,7,10
"Pocillopora_acuta_HIv2___RNAseq.g3798.t1",153.236783368659,1.16857126706608,0.306960623614175,3.80690934657106,0.000140714295501127,0.013229395205834,173,190,174,105,165,117,134,95,199,111,161
"Pocillopora_acuta_HIv2___RNAseq.g25946.t1",56.6915234393314,-3.28257970472336,0.632380715790231,-5.19082828232896,2.09360642609285e-07,0.000106974185736709,16,122,52,78,25,94,70,89,4,118,4
"Pocillopora_acuta_HIv2___TS.g15618.t1",66.5616471914269,1.19461699705227,0.353188960252775,3.38237354926747,0.000718623533684008,0.0357791486617366,74,55,61,48,97,36,52,55,140,54,55
"Pocillopora_acuta_HIv2___RNAseq.g10871.t1",88.5326342712515,-1.70771720186995,0.46070743866243,-3.70672808502499,0.000209954152774013,0.0167280081586455,46,74,79,108,170,195,123,109,48,88,9
"Pocillopora_acuta_HIv2___RNAseq.g29317.t1",466.666994957645,0.985864773902453,0.291403694336001,3.38315811729452,0.0007165736360524,0.0357791486617366,681,263,360,453,457,321,432,447,626,384,487
"Pocillopora_acuta_HIv2___TS.g28751.t1",1849.56198578494,2.60175441061699,0.42064221260531,6.18519571419767,6.20254682239702e-10,7.67287686913787e-07,2973,965,535,602,661,1269,891,788,3820,668,3763
"Pocillopora_acuta_HIv2___RNAseq.g15370.t1",55.2737602542217,2.08638064043698,0.645748542957286,3.23094904849826,0.00123379931344611,0.0479168368072401,78,57,13,19,38,38,109,15,103,33,70
"Pocillopora_acuta_HIv2___RNAseq.g2144.t1",511.399607266117,-0.822856667538595,0.247171090165704,-3.32909753720369,0.00087127885977097,0.0399405774228634,381,491,642,737,588,586,804,596,448,600,111
"Pocillopora_acuta_HIv2___RNAseq.g11638.t1",4133.65316297169,-3.39565505384976,0.855020828941712,-3.97142962944268,7.14426049453783e-05,0.00875731033953127,881,1350,8975,16150,1168,11067,3994,1202,792,2276,248
"Pocillopora_acuta_HIv2___RNAseq.g31144.t1",1727.54953368882,0.55521448805766,0.170531457180311,3.25578926749337,0.00113077644620443,0.0469954618437942,2129,1681,2028,1705,1809,1778,1647,1349,2375,1503,1139
"Pocillopora_acuta_HIv2___RNAseq.g7078.t1",3951.35678165206,-1.71059284009794,0.530955606354489,-3.2217247913489,0.00127421463602871,0.0484613928887037,1366,4672,10687,7900,3949,5868,3603,2478,2377,3413,393
"Pocillopora_acuta_HIv2___RNAseq.g11630.t1",71.9365702925595,-6.15792612326706,1.53667544255035,-4.00730430952097,6.1415710695271e-05,0.00820178900103209,0,4,270,284,29,116,43,4,5,91,0
