"","delta.rank","pval","level","nseqs","term","name","p.adj","comparison","ontology"
"205",-474,0.0773893773116621,2,73,"GO:0001837","epithelial to mesenchymal transition",0.347990294337871,"High_v_Control","Biological Processes"
"206",-212,0.307938675645807,2,123,"GO:0001838","embryonic epithelial tube formation",0.66668893785997,"High_v_Control","Biological Processes"
"207",-787,0.168661887765741,3,16,"GO:0001840;GO:0001839","neural plate development",0.511921106781107,"High_v_Control","Biological Processes"
"208",149,0.521103155561824,6,98,"GO:0001841;GO:0001843;GO:0060606;GO:0014020","neural tube formation",0.817793958545843,"High_v_Control","Biological Processes"
"209",299,0.770227666276662,2,5,"GO:0001842","neural fold formation",0.933996390499285,"High_v_Control","Biological Processes"
"210",-355,0.510311862985203,3,18,"GO:0001845","phagolysosome assembly",0.814507304185222,"High_v_Control","Biological Processes"
"211",-1735,0.0118294115540891,2,11,"GO:0001878","response to yeast",0.114111017705152,"High_v_Control","Biological Processes"
"212",-1255,0.0685645946409057,4,11,"GO:0001881","receptor recycling",0.325145523028992,"High_v_Control","Biological Processes"
"213",109,0.823070412605412,5,22,"GO:0001885","endothelial cell development",0.949926552781765,"High_v_Control","Biological Processes"
"214",-1223,0.130184226948285,2,8,"GO:0001887","selenium compound metabolic process",0.455295462761891,"High_v_Control","Biological Processes"
"215",-3,0.985809012795576,2,177,"GO:0001889;GO:0061008","hepaticobiliary system development",0.997652092609921,"High_v_Control","Biological Processes"
"216",-30,0.890507520146957,2,112,"GO:0001890","placenta development",0.97166449666953,"High_v_Control","Biological Processes"
"217",-1,0.997041045497808,2,64,"GO:0001892;GO:0060711","embryonic placenta development",0.998515949365372,"High_v_Control","Biological Processes"
"218",-988,0.0428582397787479,3,22,"GO:0001893","maternal placenta development",0.249864389962581,"High_v_Control","Biological Processes"
"219",-84,0.657999796790579,4,147,"GO:0001894","tissue homeostasis",0.890826630386306,"High_v_Control","Biological Processes"
"220",-510,0.115623046480828,2,50,"GO:0001895;GO:0045494","retina homeostasis",0.427571984621725,"High_v_Control","Biological Processes"
"221",-89,0.884322482194984,2,14,"GO:0001906","cell killing",0.969748379671715,"High_v_Control","Biological Processes"
"222",-144,0.842280965291438,3,10,"GO:0001909","leukocyte mediated cytotoxicity",0.955563290671374,"High_v_Control","Biological Processes"
"223",487,0.425782555042684,2,14,"GO:0001910","regulation of leukocyte mediated cytotoxicity",0.757558299431321,"High_v_Control","Biological Processes"
"224",841,0.297829548769339,6,8,"GO:0001912","positive regulation of leukocyte mediated cytotoxicity",0.657683503251936,"High_v_Control","Biological Processes"
"225",896,0.337084452591495,3,6,"GO:0001913","T cell mediated cytotoxicity",0.689136064156404,"High_v_Control","Biological Processes"
"226",-586,0.304959764924777,4,16,"GO:0001919","regulation of receptor recycling",0.662931438578138,"High_v_Control","Biological Processes"
"227",-617,0.393174070193222,5,10,"GO:0001921","positive regulation of receptor recycling",0.736097130145802,"High_v_Control","Biological Processes"
"228",1386,0.175033892015318,3,5,"GO:0001922","B-1 B cell homeostasis",0.520574937459351,"High_v_Control","Biological Processes"
"229",46,0.564716740728973,5,912,"GO:0001932;GO:0042325;GO:0019220;GO:0051174","regulation of phosphorus metabolic process",0.841988680428322,"High_v_Control","Biological Processes"
"230",160,0.214700627506575,5,327,"GO:0001933;GO:0042326","negative regulation of phosphorylation",0.566978283235685,"High_v_Control","Biological Processes"
"231",40,0.656212364931997,2,704,"GO:0001934;GO:0031401;GO:0042327;GO:0045937;GO:0010562","positive regulation of protein modification process",0.890240837293348,"High_v_Control","Biological Processes"
"232",-1130,0.0746525151468167,2,13,"GO:0001935","endothelial cell proliferation",0.34313244618815,"High_v_Control","Biological Processes"
"233",-233,0.37989187153583,6,75,"GO:0001936;GO:0001938","regulation of endothelial cell proliferation",0.724144597460983,"High_v_Control","Biological Processes"
"234",-185,0.717946693966073,4,20,"GO:0001937","negative regulation of endothelial cell proliferation",0.915382034806743,"High_v_Control","Biological Processes"
"235",-730,0.143694993771035,3,21,"GO:0001941","postsynaptic membrane organization",0.477220350207882,"High_v_Control","Biological Processes"
"236",254,0.331873793043471,2,77,"GO:0001942;GO:0022405;GO:0042633;GO:0098773","hair cycle",0.685728872800677,"High_v_Control","Biological Processes"
"237",-259,0.630887701393829,3,18,"GO:0001945","lymph vessel development",0.877299943484367,"High_v_Control","Biological Processes"
"238",-1297,0.108450065502698,2,8,"GO:0001946;GO:0036303","lymphangiogenesis",0.413479209614788,"High_v_Control","Biological Processes"
"239",-606,0.0283563473067226,4,69,"GO:0001947","heart looping",0.194060649887897,"High_v_Control","Biological Processes"
"240",-56,0.845101202879776,2,65,"GO:0001952","regulation of cell-matrix adhesion",0.956602311435587,"High_v_Control","Biological Processes"
"241",-474,0.407415025097337,2,16,"GO:0001953","negative regulation of cell-matrix adhesion",0.747601309448757,"High_v_Control","Biological Processes"
"242",273,0.527366972630396,3,28,"GO:0001954","positive regulation of cell-matrix adhesion",0.821450550783925,"High_v_Control","Biological Processes"
"243",238,0.581760512571571,2,28,"GO:0001956","positive regulation of neurotransmitter secretion",0.852793153269749,"High_v_Control","Biological Processes"
"244",365,0.390770490269115,4,29,"GO:0001958;GO:0036075","endochondral ossification",0.733606919371705,"High_v_Control","Biological Processes"
"245",580,0.0652360541912018,5,53,"GO:0001959;GO:0060759","regulation of response to cytokine stimulus",0.316206163497024,"High_v_Control","Biological Processes"
"246",885,0.133797901277407,3,15,"GO:0001960;GO:0060761","negative regulation of response to cytokine stimulus",0.460789601287136,"High_v_Control","Biological Processes"
"247",184,0.70620202142492,3,22,"GO:0001961;GO:0060760","positive regulation of response to cytokine stimulus",0.910290278947823,"High_v_Control","Biological Processes"
"248",-503,0.26228192711088,4,26,"GO:0001964","startle response",0.618778560943408,"High_v_Control","Biological Processes"
"249",-1210,0.0667263011041278,2,12,"GO:0001967","suckling behavior",0.32077848850468,"High_v_Control","Biological Processes"
"250",477,0.489008773027448,4,11,"GO:0001973;GO:0035588;GO:0035590","purinergic nucleotide receptor signaling pathway",0.801756657075798,"High_v_Control","Biological Processes"
"251",-321,0.541218645065592,3,19,"GO:0001974","blood vessel remodeling",0.829218221867737,"High_v_Control","Biological Processes"
"252",159,0.794764235935236,2,14,"GO:0001975","response to amphetamine",0.944063627283467,"High_v_Control","Biological Processes"
"253",400,0.528560548131487,2,13,"GO:0001976","nervous system process involved in regulation of systemic arterial blood pressure",0.821760600816781,"High_v_Control","Biological Processes"
"254",657,0.481474148917424,3,6,"GO:0001977","renal system process involved in regulation of blood volume",0.797836751942417,"High_v_Control","Biological Processes"
"255",-751,0.163342511792438,3,18,"GO:0001991;GO:0002002;GO:0002003","regulation of systemic arterial blood pressure by circulatory renin-angiotensin",0.505542919083192,"High_v_Control","Biological Processes"
"256",-486,0.426395146410582,5,14,"GO:0001998;GO:0002034;GO:0003072;GO:0003100;GO:0032464;GO:0035385;GO:0043366;GO:0071393;GO:0097498;GO:1902766;GO:1903673;GO:1904695;GO:1990868;GO:1990869","response to chemokine",0.757558299431321,"High_v_Control","Biological Processes"
"257",-71,0.41783965137479,4,748,"GO:0002009;GO:0048729","tissue morphogenesis",0.7537622775579,"High_v_Control","Biological Processes"
"258",-160,0.595089517858857,2,58,"GO:0002011","morphogenesis of an epithelial sheet",0.858045755105241,"High_v_Control","Biological Processes"
"259",1159,0.179864878864494,3,7,"GO:0002016;GO:0002035;GO:0042756","regulation of blood volume by renin-angiotensin",0.525352347878614,"High_v_Control","Biological Processes"
"260",-761,0.230155195200396,2,13,"GO:0002021","response to dietary excess",0.587918214220524,"High_v_Control","Biological Processes"
"261",-103,0.82146234120638,2,25,"GO:0002026","regulation of the force of heart contraction",0.94952239479216,"High_v_Control","Biological Processes"
"262",-389,0.171810526190825,5,65,"GO:0002027","regulation of heart rate",0.516223737760855,"High_v_Control","Biological Processes"
"263",-694,0.0304797229856508,2,51,"GO:0002028","regulation of sodium ion transport",0.202793384757484,"High_v_Control","Biological Processes"
"264",-434,0.462704163505637,4,15,"GO:0002029;GO:0022401","negative adaptation of signaling pathway",0.782965931610087,"High_v_Control","Biological Processes"
"265",-668,0.355288799250007,2,10,"GO:0002036;GO:0010958;GO:1903789","regulation of amino acid transmembrane transport",0.707081373464978,"High_v_Control","Biological Processes"
"266",-493,0.202935008183057,2,35,"GO:0002040","sprouting angiogenesis",0.55281645285352,"High_v_Control","Biological Processes"
"267",-43,0.955349487957957,8,9,"GO:0002042","cell migration involved in sprouting angiogenesis",0.989742139031198,"High_v_Control","Biological Processes"
"268",489,0.327373393929515,3,21,"GO:0002052","positive regulation of neuroblast proliferation",0.682793760884009,"High_v_Control","Biological Processes"
"269",773,0.0221225987805396,2,46,"GO:0002053;GO:0010464","regulation of mesenchymal cell proliferation",0.166772547362294,"High_v_Control","Biological Processes"
"270",380,0.240607535106101,3,50,"GO:0002062","chondrocyte differentiation",0.59873966472922,"High_v_Control","Biological Processes"
"271",-132,0.823767561351904,4,15,"GO:0002063","chondrocyte development",0.949940375015517,"High_v_Control","Biological Processes"
"272",167,0.150140967479815,2,411,"GO:0002064;GO:0002065;GO:0002066","epithelial cell development",0.487584038908702,"High_v_Control","Biological Processes"
"273",-282,0.353650133438697,2,57,"GO:0002067","glandular epithelial cell differentiation",0.705016326518681,"High_v_Control","Biological Processes"
"274",489,0.424015734525657,3,14,"GO:0002070","epithelial cell maturation",0.756863009610472,"High_v_Control","Biological Processes"
"275",-646,0.244310893414769,2,17,"GO:0002072;GO:0060900","embryonic camera-type eye formation",0.601293910985153,"High_v_Control","Biological Processes"
"276",520,0.494573243275317,2,9,"GO:0002076","osteoblast development",0.805108886050369,"High_v_Control","Biological Processes"
"277",-227,0.568989925056934,8,33,"GO:0002082;GO:1903715","regulation of aerobic respiration",0.845356602942158,"High_v_Control","Biological Processes"
"278",771,0.450828320039601,5,5,"GO:0002086","diaphragm contraction",0.776690437152956,"High_v_Control","Biological Processes"
"279",87,0.899782919137511,2,11,"GO:0002087;GO:0044065","regulation of respiratory system process",0.974996455458477,"High_v_Control","Biological Processes"
"280",891,0.00364628212210132,2,56,"GO:0002088","lens development in camera-type eye",0.0499659921638417,"High_v_Control","Biological Processes"
"281",346,0.468388271311018,2,23,"GO:0002089","lens morphogenesis in camera-type eye",0.788715822922515,"High_v_Control","Biological Processes"
"282",-73,0.865651047053158,3,28,"GO:0002090","regulation of receptor internalization",0.96292922240168,"High_v_Control","Biological Processes"
"283",193,0.728061405537438,5,17,"GO:0002092","positive regulation of receptor internalization",0.919620192977174,"High_v_Control","Biological Processes"
"284",-2075,0.000686219545014869,2,14,"GO:0002093;GO:0060088","auditory receptor cell morphogenesis",0.0140722994108818,"High_v_Control","Biological Processes"
"285",150,0.827537191184655,3,11,"GO:0002097","tRNA wobble base modification",0.951667769862353,"High_v_Control","Biological Processes"
"286",683,0.397901346837964,2,8,"GO:0002098","tRNA wobble uridine modification",0.739671813406093,"High_v_Control","Biological Processes"
"287",1317,0.000952527467402106,3,33,"GO:0002118;GO:0002121","aggressive behavior",0.0180212051493979,"High_v_Control","Biological Processes"
"288",200,0.178007043452601,2,243,"GO:0002119","nematode larval development",0.523922968135603,"High_v_Control","Biological Processes"
"289",72,0.562903510873333,3,357,"GO:0002164","larval development",0.841100200240974,"High_v_Control","Biological Processes"
"290",-96,0.375933542659567,2,476,"GO:0002165;GO:0007444;GO:0009886;GO:0007552;GO:0048707","instar larval or pupal development",0.722858227464213,"High_v_Control","Biological Processes"
"291",-362,0.183183169212718,2,71,"GO:0002168","instar larval development",0.52890365281902,"High_v_Control","Biological Processes"
"292",719,0.00300523375338696,4,90,"GO:0002181","cytoplasmic translation",0.043845014834862,"High_v_Control","Biological Processes"
"293",19,0.975814700594949,2,13,"GO:0002183","cytoplasmic translational initiation",0.994366681367328,"High_v_Control","Biological Processes"
"294",2006,8.87301336661132e-10,2,49,"GO:0002200;GO:0002562;GO:0016444","somatic diversification of immune receptors",7.76719752166797e-08,"High_v_Control","Biological Processes"
"295",1445,0.0114939938685473,2,16,"GO:0002204;GO:0002208;GO:0002381;GO:0045190","immunoglobulin production involved in immunoglobulin-mediated immune response",0.111708339319376,"High_v_Control","Biological Processes"
"296",729,0.00594141916836446,4,75,"GO:0002218;GO:0002758","activation of innate immune response",0.0692771837424604,"High_v_Control","Biological Processes"
"297",311,0.434722220008504,3,33,"GO:0002220","innate immune response activating cell surface receptor signaling pathway",0.763367012080801,"High_v_Control","Biological Processes"
"298",596,0.0562349582304253,6,54,"GO:0002221;GO:0002224","pattern recognition receptor signaling pathway",0.292003800418514,"High_v_Control","Biological Processes"
"299",32,0.942514513035404,3,27,"GO:0002223;GO:1990858;GO:1990840","cellular response to lectin",0.98552029334132,"High_v_Control","Biological Processes"
"300",955,0.0850021180365055,3,17,"GO:0002225;GO:0002760;GO:0002922","positive regulation of humoral immune response",0.363213927854435,"High_v_Control","Biological Processes"
"301",-770,0.372605411392866,2,7,"GO:0002227","innate immune response in mucosa",0.72051788256484,"High_v_Control","Biological Processes"
"302",-1973,0.0535364955864643,6,5,"GO:0002228;GO:0042267","natural killer cell mediated cytotoxicity",0.283412264792292,"High_v_Control","Biological Processes"
"303",1107,0.0400282190511323,4,18,"GO:0002230","positive regulation of defense response to virus by host",0.239035059914937,"High_v_Control","Biological Processes"
